timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1777238776928,14,GET /restaurants (search),200,OK,Week4 Load Group 1-13,text,true,,1409,150,1,1,http://localhost:8004/restaurants?search=pizza&city=San+Jose,14,0,1
1777238776943,3,POST /restaurants/{id}/reviews,401,Unauthorized,Week4 Load Group 1-13,text,false,Test failed: code expected to contain /202/,227,292,1,1,http://localhost:8001/restaurants/1/reviews,3,0,0
1777238776947,4,POST /auth/user/login,401,Unauthorized,Week4 Load Group 1-13,text,false,Test failed: code expected to contain /200/,192,258,1,1,http://localhost:8003/auth/user/login,4,0,0
1777238776951,13,GET /restaurants (search),200,OK,Week4 Load Group 1-13,text,true,,1409,150,1,1,http://localhost:8004/restaurants?search=pizza&city=San+Jose,13,0,1
1777238776964,4,POST /restaurants/{id}/reviews,401,Unauthorized,Week4 Load Group 1-13,text,false,Test failed: code expected to contain /202/,227,292,1,1,http://localhost:8001/restaurants/1/reviews,4,0,1
1777238777219,10,POST /auth/user/login,401,Unauthorized,Week4 Load Group 1-14,text,false,Test failed: code expected to contain /200/,192,258,1,1,http://localhost:8003/auth/user/login,10,0,1
1777238777230,21,GET /restaurants (search),200,OK,Week4 Load Group 1-14,text,true,,1409,150,1,1,http://localhost:8004/restaurants?search=pizza&city=San+Jose,21,0,1
1777238777252,5,POST /restaurants/{id}/reviews,401,Unauthorized,Week4 Load Group 1-14,text,false,Test failed: code expected to contain /202/,227,292,1,1,http://localhost:8001/restaurants/1/reviews,5,0,1
1777238777258,6,POST /auth/user/login,401,Unauthorized,Week4 Load Group 1-14,text,false,Test failed: code expected to contain /200/,192,258,1,1,http://localhost:8003/auth/user/login,6,0,1
1777238777264,16,GET /restaurants (search),200,OK,Week4 Load Group 1-14,text,true,,1409,150,1,1,http://localhost:8004/restaurants?search=pizza&city=San+Jose,16,0,1
