timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1777239471472,9,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-20,text,true,,279,489,2,2,http://localhost:8001/restaurants/2/reviews,9,0,1
1777239471400,572,POST /auth/user/login,200,OK,Week4 Load Group 1-21,text,true,,401,265,2,2,http://localhost:8003/auth/user/login,571,0,1
1777239471981,685,GET /restaurants (search),200,OK,Week4 Load Group 1-21,text,true,,1409,150,3,3,http://localhost:8004/restaurants?search=pizza&city=San+Jose,685,0,1
1777239472668,108,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-21,text,true,,279,489,4,4,http://localhost:8001/restaurants/2/reviews,107,0,3
1777239471855,1697,POST /auth/user/login,200,OK,Week4 Load Group 1-22,text,true,,401,265,4,4,http://localhost:8003/auth/user/login,1697,0,3
1777239473555,76,GET /restaurants (search),200,OK,Week4 Load Group 1-22,text,true,,1409,150,4,4,http://localhost:8004/restaurants?search=pizza&city=San+Jose,76,0,1
1777239473632,102,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-22,text,true,,279,489,5,5,http://localhost:8001/restaurants/2/reviews,101,0,2
1777239472341,2040,POST /auth/user/login,200,OK,Week4 Load Group 1-23,text,true,,401,265,5,5,http://localhost:8003/auth/user/login,2040,0,4
1777239472753,1768,POST /auth/user/login,200,OK,Week4 Load Group 1-24,text,true,,401,265,5,5,http://localhost:8003/auth/user/login,1768,0,2
1777239474382,306,GET /restaurants (search),200,OK,Week4 Load Group 1-23,text,true,,1409,150,6,6,http://localhost:8004/restaurants?search=pizza&city=San+Jose,306,0,2
1777239474692,108,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-23,text,true,,279,489,6,6,http://localhost:8001/restaurants/2/reviews,107,0,1
1777239474524,361,GET /restaurants (search),200,OK,Week4 Load Group 1-24,text,true,,1409,150,5,5,http://localhost:8004/restaurants?search=pizza&city=San+Jose,361,0,1
1777239474886,32,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-24,text,true,,279,489,5,5,http://localhost:8001/restaurants/2/reviews,32,0,1
1777239473204,2479,POST /auth/user/login,200,OK,Week4 Load Group 1-25,text,true,,401,265,6,6,http://localhost:8003/auth/user/login,2478,0,54
1777239475685,432,GET /restaurants (search),200,OK,Week4 Load Group 1-25,text,true,,1409,150,7,7,http://localhost:8004/restaurants?search=pizza&city=San+Jose,432,0,1
1777239473655,2482,POST /auth/user/login,200,OK,Week4 Load Group 1-26,text,true,,401,265,7,7,http://localhost:8003/auth/user/login,2482,0,1
1777239476139,122,GET /restaurants (search),200,OK,Week4 Load Group 1-26,text,true,,1409,150,7,7,http://localhost:8004/restaurants?search=pizza&city=San+Jose,121,0,1
1777239476119,184,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-25,text,true,,279,489,7,7,http://localhost:8001/restaurants/2/reviews,184,0,2
1777239476263,325,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-26,text,true,,279,489,7,7,http://localhost:8001/restaurants/2/reviews,325,0,2
